[0] :::MLLOG {"namespace": "", "time_ms": 0, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 0}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495119, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 16.0, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1224}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495119, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 5600, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1226}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495119, "event_type": "POINT_IN_TIME", "key": "sgd_opt_base_learning_rate", "value": 16.0, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1229}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495120, "event_type": "POINT_IN_TIME", "key": "lr_decay_start_steps", "value": 6900, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1230}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495120, "event_type": "POINT_IN_TIME", "key": "sgd_opt_learning_rate_decay_steps", "value": 11100, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1231}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495120, "event_type": "POINT_IN_TIME", "key": "sgd_opt_learning_rate_decay_poly_power", "value": 2, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1232}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495120, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1251, "first_epoch_num": 1, "epoch_count": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344495121, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1254, "epoch_num": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344550501, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344560162, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7775305568798537, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344560649, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344606079, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344614084, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7872580871209153, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344614361, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344663402, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344671683, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7913298341889028, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344671965, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344717999, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344725910, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7935170302028622, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344726127, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344772041, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344779911, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7953940068900316, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344780057, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344826112, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344833841, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7963348330451955, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344833933, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344886063, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344893688, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7973238912091697, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344893831, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344940214, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344947939, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7981048065180945, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344948037, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621344994574, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345002180, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7991090192825417, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345002272, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345048186, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345055791, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8000248600468307, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345055925, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345107482, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345115157, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8006896271524353, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345115268, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345162196, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345169797, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8012215555868941, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345169891, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345216261, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345224029, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8015796080761952, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345224176, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345270581, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345278250, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8020240241040542, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345278372, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345324813, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345332455, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8021764589472985, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345332544, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345386015, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345393650, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8027556232757544, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345393749, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345393750, "event_type": "INTERVAL_END", "key": "run_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1584, "status": "success"}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345393750, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1591, "epoch_num": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621345393751, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1594, "first_epoch_num": 1}}
